model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,1,early,0.1217008797653958,0.2071114369501466,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,2,early,0.1722873900293255,0.1836510263929618,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,3,early,0.1774193548387096,0.2034457478005865,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,4,middle,0.2137096774193548,0.2071114369501466,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,5,middle,0.127565982404692,0.1217008797653958,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,6,middle,0.1832844574780058,0.1733870967741935,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,7,middle,0.2609970674486803,0.3013196480938416,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,8,late,0.2474340175953078,0.3258797653958943,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,9,late,0.1642228739002932,0.2393695014662756,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,10,late,0.0395894428152492,0.1766862170087976,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,11,late,0.2111436950146627,0.219941348973607,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,0,early,0.032624633431085,0.0795454545454545,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,1,early,0.0348240469208211,0.2096774193548386,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,2,early,0.1367302052785923,0.1847507331378299,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,3,early,0.1151026392961876,0.2382697947214076,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,4,middle,0.1429618768328445,0.2287390029325513,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,5,middle,0.0839442815249266,0.1228005865102639,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,6,middle,0.0912756598240469,0.1440615835777126,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,7,middle,0.2287390029325513,0.3229472140762462,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,8,late,0.2041788856304985,0.3420087976539589,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,9,late,0.1411290322580645,0.2503665689149559,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,10,late,-0.0223607038123167,0.1972140762463343,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,36,11,late,0.1785190615835777,0.2456011730205278,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,0,early,0.1803519061583577,0.190982404692082,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,1,early,0.2074780058651026,0.3526392961876832,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,2,early,0.3244134897360703,0.3856304985337243,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,3,early,0.2584310850439882,0.374266862170088,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,4,middle,0.2441348973607038,0.2782258064516129,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,5,middle,0.1939149560117301,0.2012463343108504,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,6,middle,0.2983870967741935,0.314882697947214,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,7,middle,0.3585043988269794,0.405425219941349,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,8,late,0.3914956011730205,0.499633431085044,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,9,late,0.3126832844574779,0.4156891495601172,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,10,late,0.1506598240469208,0.3412756598240469,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,37,11,late,0.3346774193548387,0.3519061583577712,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,0,early,-0.0736803519061583,0.031891495601173,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,1,early,-0.0865102639296187,0.0740469208211143,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,2,early,0.0681818181818181,0.1418621700879765,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,3,early,0.0260263929618768,0.2041788856304985,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,4,middle,0.0447214076246334,0.1986803519061583,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,5,middle,-0.0399560117302052,0.0571847507331378,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,6,middle,0.000366568914956,0.0586510263929618,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,7,middle,0.1228005865102639,0.2261730205278592,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,8,late,0.0546187683284457,0.1737536656891495,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,9,late,0.000366568914956,0.1649560117302052,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,10,late,-0.0311583577712609,0.1946480938416422,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,38,11,late,0.0744134897360703,0.2137096774193548,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,0,early,-0.0685483870967741,0.0201612903225806,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,1,early,0.033724340175953,0.1319648093841642,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,2,early,0.0927419354838709,0.0802785923753665,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,3,early,0.1766862170087976,0.2151759530791788,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,4,middle,0.0612170087976539,0.1110703812316715,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,5,middle,0.0285923753665689,0.0271260997067448,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,6,middle,0.0120967741935483,0.0604838709677419,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,7,middle,0.1737536656891495,0.1825513196480938,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,8,late,0.1367302052785923,0.1968475073313782,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,9,late,0.1096041055718475,0.1744868035190615,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,10,late,0.0905425219941348,0.2148093841642228,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,39,11,late,0.1675219941348973,0.2049120234604105,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,0,early,-0.1162023460410556,-0.0388563049853372,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,1,early,-0.1092375366568914,0.0623167155425219,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,2,early,-0.0069648093841642,0.0476539589442815,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,3,early,-0.0362903225806451,0.0887096774193548,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,4,middle,-0.0113636363636363,0.1315982404692082,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,5,middle,-0.0458211143695014,0.0109970674486803,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,6,middle,-0.0740469208211143,0.0069648093841642,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,7,middle,0.0447214076246334,0.1495601173020527,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,8,late,0.0685483870967741,0.2074780058651026,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,9,late,-0.0513196480938416,0.0751466275659824,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,10,late,-0.1088709677419354,0.1253665689149559,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,40,11,late,0.0388563049853372,0.1777859237536656,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,0,early,-0.0505865102639296,-0.0392228739002932,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,1,early,0.0370234604105571,0.1403958944281524,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,2,early,0.1293988269794721,0.1231671554252199,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,3,early,0.0832111436950146,0.1378299120234604,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,4,middle,0.0575513196480938,0.0916422287390029,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,5,middle,0.0696480938416422,0.0293255131964809,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,6,middle,0.0909090909090909,0.0810117302052785,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,7,middle,0.1352639296187683,0.159457478005865,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,8,late,0.125733137829912,0.1814516129032257,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,9,late,0.1085043988269794,0.1466275659824046,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,10,late,-0.0483870967741935,0.0729472140762463,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,41,11,late,0.1704545454545454,0.2056451612903225,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,0,early,-0.188782991202346,-0.1004398826979472,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,1,early,-0.0454545454545454,0.1066715542521994,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,2,early,0.0414222873900293,0.1173020527859237,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,3,early,0.0080645161290322,0.1004398826979472,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,4,middle,0.0161290322580645,0.0989736070381231,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,5,middle,-0.0443548387096774,-0.0036656891495601,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,6,middle,0.0150293255131964,0.0861436950146627,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,7,middle,0.033357771260997,0.0861436950146627,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,8,late,0.0978739002932551,0.2082111436950146,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,9,late,0.000733137829912,0.127199413489736,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,10,late,-0.0520527859237536,0.1447947214076246,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,42,11,late,0.096774193548387,0.1975806451612903,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,0,early,-0.0571847507331378,0.0527859237536656,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,1,early,-0.0164956011730205,0.1990469208211143,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,2,early,0.0975073313782991,0.2056451612903225,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,3,early,0.0348240469208211,0.221041055718475,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,4,middle,0.0296920821114369,0.1711876832844574,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,5,middle,-0.002565982404692,0.1356304985337243,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,6,middle,0.0597507331378299,0.1521260997067448,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,7,middle,0.1348973607038123,0.2445014662756598,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,8,late,0.1286656891495601,0.2598973607038123,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,9,late,0.0520527859237536,0.2089442815249266,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,10,late,0.0128299120234604,0.2939882697947213,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,43,11,late,0.1528592375366569,0.3119501466275659,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,0,early,-0.0879765395894428,-0.0271260997067448,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,1,early,0.0494868035190615,0.157624633431085,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,2,early,0.094208211143695,0.1484604105571847,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,3,early,0.0670821114369501,0.1660557184750733,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,4,middle,0.0762463343108504,0.1235337243401759,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,5,middle,0.0293255131964809,0.0117302052785923,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,6,middle,0.0117302052785923,0.0494868035190615,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,7,middle,0.06341642228739,0.126099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,8,late,0.1400293255131964,0.1972140762463343,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,9,late,0.0175953079178885,0.1052052785923753,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,10,late,-0.0439882697947214,0.0857771260997067,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,44,11,late,0.1345307917888563,0.1807184750733137,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,0,early,-0.1048387096774193,0.126099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,1,early,-0.2166422287390029,0.0535190615835777,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,2,early,-0.221774193548387,-0.0285923753665689,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,3,early,-0.0997067448680351,0.128299120234604,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,4,middle,-0.1682551319648093,0.0414222873900293,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,5,middle,-0.1246334310850439,0.1158357771260997,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,45,6,middle,-0.1499266862170088,0.0696480938416422,32,available
